,key_words_rak,key_words_tf_idf,titles,keywords_intext,year,final_keywords
541,,"voices,chat,voice,utterances,collaboration,conversation,inter,semantic,dialogue,overlap,cohesion,participant,participants,discourse,utterance",Is Small Group Collaboration Beneficial in Large Scale Online,"CSCL, dialogism, collaboration assessment, cohesion, voice inter-animation",2015,"set(['dialog', 'conv', 'int', 'ut', 'particip', 'voic', 'overlap', 'collab', 'chat', 'coh', 'sem', 'disco'])"
542,"group reported significantly higher levels,cognitive mechanisms underlying collaboration,participants received individual experience points,attain high learning gain,attain higher learning outcomes,collaborative informal educational setting,understand key design factors,cognitive mechanisms underlying,gamified quiz application played,collaborative gaze patterns explain,collaborative concept map task,behavioural gaze patterns,blue bars show,interaction style hypothesis,informal learning setting","learning opportunities,inquiry,trajectories,opportunities,lives,projects,focal,people,within,practices,social,across,contexts,researchers,project",Exploring the Composition Process of Peer Feedback,,2016,"set(['soc', 'within', 'inquir', 'peopl', 'foc', 'liv', 'research', 'project', 'learning opportun', 'pract', 'context', 'trajector', 'opportun', 'across'])"
543,"collaborative activity holding rich,results showed increased scores,making support improves assessees,problem detection scores increased,problems detection scores decreased,writing activity including times,good writing including knowledge,making support helps assessees,making support condition sms+,feedback uptake variables significant,van den berg,german university participated,mother optimally support,making support helped students,low sample size","knowledge construction,construction,productive,cscl,scaffolding,strategies,effects,tool,interaction,collaborative,phase,knowledge,kirschner,learner,combining",Knowledge Analysis Outside the STEM Classroom,,2016,"set(['kirschn', 'phas', 'scaffold', 'knowledg', 'tool', 'collab', 'construct', 'cscl', 'interact', 'learn', 'knowledge construct', 'combin', 'effect', 'produc', 'strategi'])"
544,"quantitative findings show positive effects,students taking collective cognitive responsibility,centred uptake discourse moves refer,designed computer supported collaborative learning,computer supported collaborative learning environment,epistemic inquiry activating prior knowledge,theory building includes discourse moves,analyzed key themes emerging,lemon juice/ salt water,kf high problem centred uptake,young students worked collectively,makes conductor conduct electricity,explicitly relate knowledge building,study collectively built ideas,research conceptualizing epistemic cognition","multimodal,digital,presentations,images,pbl,features,artifacts,modes,groups,included,videos,tools,image,video,writing",Dialogism:,"Multimodal literacy, instructional design, learning technologies, project-based learning",2018,"set(['digit', 'group', 'tool', 'writ', 'artifact', 'video', 'im', 'includ', 'pbl', 'multimod', 'feat', 'pres', 'mod'])"
545,"facilitate typical mooc features,files contained timestamped information,students typically takes place,massive open online courses,collaborative tasks give rise,group work include problems,provide informed consent,point likert scale,assign log files,social interdependence theory,foster academic engagement,behavioral data logged,personal platform id,scale interactive participation”,offering discussion forums","text,reading,teacher,texts,enactment,multimodal,literacy,modes,model,structures,read,information,interpret,models,map",Co-Navigating Mobilized Student Inquiry Across Multiple Contexts,"Multimodal literacy, science learning, designed learning environments, project-based learning",2015,"set(['model', 'map', 'project-based learn', 'text', 'designed learning environ', 'science learn', 'structur', 'interpret', 'inform', 'read', 'enact', 'multimod', 'teach', 'literac', 'multimodal literaci', 'mod'])"
546,"written scientific reports improved,service mathematics teachers enrolled,pf composition process involves multiple,service mathematics teachers,prominent feedback frameworks focus,pf composition process guided,pf composition process reflect,problem solving processes,interactive processes taking,mathematics teacher education,peer feedback composition processes,subcategory level include,problem solving activities,cognitive level students focused,affective processes students engage","spatial,representations,script,collaboration,condition,visual representations,lab,ball,models,physical,chemistry,skills,visual,drawings,pretest",The Effects of the Productive “Visible-Annotation Tool” (P-“VAT”),"Multiple representations, collaboration scripts, physical and virtual models, chemistry, spatial skills",2018,"set(['draw', 'visual represent', 'script', 'pretest', 'vis', 'collab', 'lab', 'repres', 'chemistr', 'skil', 'condit', 'bal', 'phys', 'model', 'spat'])"
547,"fully coherent naïve theories,makes educational reforms highly susceptible,meant making objectively dubious claims,urban public school adopting rjp,popular press news stories,minute class session led,curriculum innovation team meetings,ideologically expansive stances constrained,urban planning curriculum unit,characterizes relevant knowledge structures,teachers hold ‘punitive mindsets,simulated urban planning data,undergraduate engineering classroom discussion,papers raise important methodological,pedagogical mental resources vary","scientists,science,epistemic,public,details,popular,interviews,scientific,work together,methodological,participant,often,scientist,claims,understandings",Third Graders’ Use of Digital Tools Designed for Multimodal,,2018,"set(['claim', 'methodolog', 'publ', 'popul'])"
548,"agglomerative hierarchical clustering algorithm,applying pointwise mutual information,natural language processing dimension,computer supported collaborative learning,longest semantic chain span,sustainably provide meaningful contributions,fewer approaches provide automatic,intense collaboration zones emerging,identified intense collaboration zones,highlighted intense collaboration zones,comparing individual voice distributions,identifying intense collaboration zones,voice identification process resides,cumulated contextual pmi view,collaborative learning activity","science,teachers,agency,stem,boundary,identities,computing,youth,new,public,ways,racial,meaning making,contexts,meaning",Multimodal Texts and Tasks in Elementary Project-based Science,,2018,"set(['context', 'sci', 'rac', 'ag', 'new', 'stem', 'meaning mak', 'way', 'you', 'comput', 'teach', 'publ', 'id', 'boundar', 'mean'])"
549,,"complex systems,complex,systems,conceptual,cognitive,kapur,socio,complexity,conceptual change,perspectives,human,perspective,theoretical,university,cultural","Collaboration Scripts Should Focus on Shared Models, Not on",,2018,"set(['complex system', 'perspect', 'system', 'theoret', 'conceptu', 'complex', 'socio', 'hum', 'cult', 'un', 'cognit', 'conceptual chang', 'kap'])"
550,,"ideas,energy,phenomena,network,network analysis,coherence,measure,integrated,measuring,knowledge,literacy,networks,integration,explain,scientific",Competing Epistemologies in the Construction of Popular Science,,2018,"set(['energ', 'phenomen', 'network', 'explain', 'knowledg', 'meas', 'network analysi', 'integr', 'coh', 'ide', 'literac', 'sci'])"
