,ref,file,length,initial,ref_parsed,year
4285,"Pennington, D., Bammer, G., Danielson, A., Gosselin, D. C., Gouvea, J., Habron, G., Hawthorne, D., Parnell, R. A., Thompson, K., Vincent, S., & Wei, C. (2015) The EMBeRS project: Employing model-based reasoning in socio-environmental synthesis. Journal of Environmental Studies and Sciences, October.",/import2016short/124,300,P,"Pennington, D., Bammer, G., Danielson, A., Gosselin, D. C., Gouvea, J., Habron, G., Hawthorne, D., Parnell, R. A., Thompson, K., Vincent, S., & Wei, C. (2015)",2015.0
4286,"Raghavan K, Glaser R (1995) Model-based analysis and reasoning in science: the MARS curriculum. Science Education, 79(1), pp. 37–61.",/import2016short/124,132,R,"Raghavan K, Glaser R (1995)",1995.0
4287,"Roy, E. D., Morzillo, A. T., Seijo, F., Reddy, S. M. W., Rhemtulla, J. M., Milder, J. C., et al (2013). The elusive pursuit of interdisciplinarity at the human-environment interface. Bioscience, 63(9), pp. 745-753.",/import2016short/124,214,R,"Roy, E. D., Morzillo, A. T., Seijo, F., Reddy, S. M. W., Rhemtulla, J. M., Milder, J. C., et al (2013)",2013.0
4288,"Sandoval WA (2014) Conjecture mapping: An approach to systematic educational design research. Journal of the Learning Sciences, 23: pp. 18–36.",/import2016short/124,142,S,Sandoval WA (2014),2014.0
4289,"American Chemical Society [ACS]. (2001). General Chemistry Exam (Conceptual). Ames, IA: ACS Exams Institute.",/import2016short/170,108,A,American Chemical Society [ACS]. (2001),2001.0
4290,"Ainsworth, S., Prain, V., & Tytler, R. (2011). Drawing to Learn in Science. Science, 333, 1096-1097.",/import2016short/170,100,A,"Ainsworth, S., Prain, V., & Tytler, R. (2011)",2011.0
4291,"Bollen, L., & van Joolingen, W. R. (2013). SimSketch: multiagent simulations based on learner-created sketches for early science education. IEEE transactions on learning technologies(3), 208-216.",/import2016short/170,195,B,"Bollen, L., & van Joolingen, W. R. (2013)",2013.0
4292,"Cooper, M. M., Williams, L. C., & Underwood, S. M. (2015). Student Understanding of Intermolecular Forces: A Multimodal Study. Journal of Chemical Education. 92(8), 1288-1298",/import2016short/170,174,C,"Cooper, M. M., Williams, L. C., & Underwood, S. M. (2015)",2015.0
4293,"Gooding, D. C. (2004). Cognition, construction and culture: Visual theories in the sciences. Journal of Cognition and Culture, 4(3), 551-593.",/import2016short/170,141,G,"Gooding, D. C. (2004)",2004.0
4294,"Hogan, K., Nastasi, B. K., & Pressley, M. (1999). Discourse patterns and collaborative scientific reasoning in peer and teacher-guided discussions. Cognition and instruction, 17(4), 379-432.",/import2016short/170,190,H,"Hogan, K., Nastasi, B. K., & Pressley, M. (1999)",1999.0
4295,"Kozma, R., Chin, E., Russell, J., & Marx, N. (2000). The roles of representations and tools in the chemistry laboratory and their implications for chemistry learning. The Journal of the Learning Sciences, 9(2), 105- 143.",/import2016short/170,220,K,"Kozma, R., Chin, E., Russell, J., & Marx, N. (2000)",2000.0
4296,"Lehrer, R., & Schauble, L. (2006). Cultivating model-based reasoning in science education. In K. Sawyer (Ed.), Cambridge handbook of the learning sciences (pp. 371-388). Cambridge, MA: Cambridge University Press.",/import2016short/170,212,L,"Lehrer, R., & Schauble, L. (2006)",2006.0
4297,"Lemke, J. (2004). The literacies of science. In E. W. Saul (Ed.), Crossing borders in literacy and science instruction: Perspectives on theory and practice (pp. 33-47). Newark, DE: International Reading Association and National Science Teachers Association.",/import2016short/170,257,L,"Lemke, J. (2004)",2004.0
4298,"Louca, L. T., & Zacharia, Z. C. (2011). Modeling-based learning in science education: cognitive, metacognitive, social, material and epistemological contributions. Educational Review, 64, 1–22.",/import2016short/170,193,L,"Louca, L. T., & Zacharia, Z. C. (2011)",2011.0
4299,"Moje, E. B. (2007). Developing socially just subject-matter instruction: A review of the literature on disciplinary literacy teaching. Review of research in education, 31(1), 1-44.",/import2016short/170,180,M,"Moje, E. B. (2007)",2007.0
4300,"Nersessian, N. (2008). Model-based reasoning in scientific practice. In R. Duschl & R. Grandy (Eds.), Teaching scientific inquiry (pp. 57-79). Rotterdam: Sense Publishers.",/import2016short/170,171,N,"Nersessian, N. (2008)",2008.0
4301,"Mulder, Y. G., Lazonder, A. W., & de Jong, T. (2014). Using heuristic worked examples to promote inquiry- based learning. Learning and Instruction, 29, 56–64.",/import2016short/170,158,M,"Mulder, Y. G., Lazonder, A. W., & de Jong, T. (2014)",2014.0
4302,"Older, J. (2004). Anatomy: a must for teaching the next generation. The Surgeon, 2(2), 79-90.",/import2016short/170,93,O,"Older, J. (2004)",2004.0
4303,"Prain, V., & Tytler, R. (2012). Learning through constructing representations in science: A framework of representational construction affordances. International journal of science education, 34(17), 2751-2773.",/import2016short/170,210,P,"Prain, V., & Tytler, R. (2012)",2012.0
4304,"Stieff, M. (2011). Improving representational competence using molecular simulations embedded in inquiry activities. Journal of research in science teaching, 48(10), 1137-1158.",/import2016short/170,176,S,"Stieff, M. (2011)",2011.0
4305,"Van Meter, P., & Firetto, C. M. (2013). Cognitive model of drawing construction: learning through the construction of drawings. In G. Schraw, M. McCrudden, & D. Robinson (Eds.), Learning through visual displays (pp. 247-280). Scottsdale, AZ: Information Age Publishing.",/import2016short/170,269,V,"Van Meter, P., & Firetto, C. M. (2013)",2013.0
4306,"Waldrip, B. G., & Prain, V. (2012). Learning from and through representations in science. In B. J. Fraser, K. Tobin, & C. J. McRobbie (Eds.), International Handbook of Science Education (2nd ed., pp. 145-155). Dordrecht: Springer.",/import2016short/170,230,W,"Waldrip, B. G., & Prain, V. (2012)",2012.0
4307,"Zhang, Z. H., & Linn, M. C. (2011). Can generating representations enhance learning with dynamic visualizations? Journal of Research in Science Teaching, 48(10), 1177-1198.",/import2016short/170,172,Z,"Zhang, Z. H., & Linn, M. C. (2011)",2011.0
4308,"Zhang, Z. H., & Linn, M. C. (2013). Learning from chemical visualizations: Comparing generation and selection. International Journal of Science Education, 35(13), 2174-2197. 1089",/import2016short/170,178,Z,"Zhang, Z. H., & Linn, M. C. (2013)",2013.0
4309,"Ang, R.P. (2005) Development and validation of the teacher–student relationship inventory using exploratory and confirmatory factor analysis. The Journal of Experimental Education, 74, 55–73.",/import2016short/177,191,A,"Ang, R.P. (2005)",2005.0
4310,"Asterhan, C. S. C. & Rosenberg, H. (2015). The promise, reality and dilemmas of secondary school teacherstudent interactions in Facebook: The teacher perspective. Computers & Education, 85, 134–148.",/import2016short/177,198,A,"Asterhan, C. S. C. & Rosenberg, H. (2015)",2015.0
4311,"Bouhnik, D., & Deshen, M. (2014). WhatsApp goes to school: Mobile instant messaging between teachers and students. Journal of Information Technology Education: Research, 13, 217-231.",/import2016short/177,182,B,"Bouhnik, D., & Deshen, M. (2014)",2014.0
4312,"Buder, J., & Bodemer, D. (2008). Supporting controversial CSCL discussions with augmented group awareness tools. International Journal of Computer-Supported Collaborative Learning, 3(2), 123–139.",/import2016short/177,195,B,"Buder, J., & Bodemer, D. (2008)",2008.0
4313,"Chen, B., & Bryer, T. (2012). Investigating instructional strategies for using social media in formal and informal learning. The International Review of Research in Open and Distributed Learning, 13(1), 87-104.",/import2016short/177,210,C,"Chen, B., & Bryer, T. (2012)",2012.0
4314,"Erber, M. W., Hodges, S. D., & Wilson, T. D. (1995). Attitude strength, attitude stability, and the effects of analyzing reasons. In R. Petty and J. Kosnik (Eds.), Attitude Strength. (pp. 433–454). Mahwah, NJ: Erlbaum.",/import2016short/177,218,E,"Erber, M. W., Hodges, S. D., & Wilson, T. D. (1995)",1995.0
4315,"Forkosh-Baruch, A. & Hershkovitz, A. (2014). Teacher-student relationship in the Facebook-era. In P. Isaías, P. Kommers, T. Issa (Eds.), The Evolution of the Internet in the Business Sector: Web 1.0 to Web 3.0. Hershey, PA: IGI Global.",/import2016short/177,235,F,"Forkosh-Baruch, A. & Hershkovitz, A. (2014)",2014.0
4316,"Greenhow, C. & Askari, E. (2015). Learning and teaching with social network sites: A decade of research in education, Education and Information Technologies, 1-23.",/import2016short/177,163,G,"Greenhow, C. & Askari, E. (2015)",2015.0
4317,"Greenhow, C., Gibbins, T., & Menzer, M. M. (2015). Re-thinking scientific literacy out-of-school: Arguing science issues in a niche Facebook application. Computers in Human Behavior, 53, 593-604.",/import2016short/177,195,G,"Greenhow, C., Gibbins, T., & Menzer, M. M. (2015)",2015.0
4318,"Hershkovitz, A. & Forkosh-Baruch, A. (2013). Student-teacher relationship in the Facebook-era: The student perspective. International Journal of Continuing Engineering Education and Life-Long Learning, 23(1), 33-52.",/import2016short/177,215,H,"Hershkovitz, A. & Forkosh-Baruch, A. (2013)",2013.0
4319,"Ihmeideh, F. M., & Al-omari, A. A. (2010). Attitudes toward communication skills among students’ -teachers’ in jordanian public universities. Australasian Journal of Teacher Education, 35(4).",/import2016short/177,191,I,"Ihmeideh, F. M., & Al-omari, A. A. (2010)",2010.0
4320,"Maranto, G. & Barton, M. (2010). Paradox and Promise: MySpace, Facebook, and the Sociopolitics of Social Networking in the Writing Classroom. Computers and Composition, 27, 36–47.",/import2016short/177,179,M,"Maranto, G. & Barton, M. (2010)",2010.0
4321,"Moll, L.C., Amanti, C., Negg, D., & Gonzalez, N. (1992). Funds of knowledge for teaching: Using a qualitative approach to connect homes and classrooms. Theory into Practice, 31(2), 132-141.",/import2016short/177,189,M,"Moll, L.C., Amanti, C., Negg, D., & Gonzalez, N. (1992)",1992.0
4322,"Ophir, Y., Rosenberg, H. , Asterhan, C. S. C. , & Schwarz, B.B. (in press). In times of war, teachers do not fall silent: Teacher-student social network communication in wartimes.",/import2016short/177,179,O,"Ophir, Y., Rosenberg, H. , Asterhan, C. S. C. , & Schwarz, B.B. (in press)",2018.0
4323,"Puhl, T., Tsovaltzi, D., and Weinberger, A. (2015). Blending Facebook into seminars for practicing argumentation. Computers in Human Behavior 53, 605-616. doi: 10.1016/j.chb.2015.04.006",/import2016short/177,185,P,"Puhl, T., Tsovaltzi, D., and Weinberger, A. (2015)",2015.0
4324,"Resnick, L. B., Asterhan, C. S. C., & Clarke, S. N. (Eds.) (2015), Socializing Intelligence through academic talk and dialogue. Washington, DC: AERA.",/import2016short/177,149,R,"Resnick, L. B., Asterhan, C. S. C., & Clarke, S. N. (Eds.) (2015)",2015.0
4325,"Tsovaltzi, D., Puhl, T., Judele, R. & Weinberger, A. (2014). Group awareness support and argumentation scripts for individual preparation of arguments in Facebook. Computers & Education, 76, 108-118.",/import2016short/177,199,T,"Tsovaltzi, D., Puhl, T., Judele, R. & Weinberger, A. (2014)",2014.0
4326,"Weinberger, A. & Fischer, F. (2006). A framework to analyse argumentative knowledge construction in computer-supported collaborative learning. Computers & Education, 46, 71-95.",/import2016short/177,176,W,"Weinberger, A. & Fischer, F. (2006)",2006.0
4327,"Weinberger, A., Stegmann, K., Fischer, F. (2010). Learning to argue online: Scripted groups surpass individuals (unscripted groups do not). Computers in Human Behavior, 26(4), 506–515. 1143",/import2016short/177,189,W,"Weinberger, A., Stegmann, K., Fischer, F. (2010)",2010.0
4328,"Barab, S.A. & Squire, K. (2004) Design-based research: Putting a stake in the ground. Journal of the Learning Sciences, 13, 1-14.",/import2016short/148,129,B,"Barab, S.A. & Squire, K. (2004)",2004.0
4329,"Hackbarth, A. J., Derry, S. J., Eagan, B. R., & Gressick, J.. (June-July, 2010) Adapting workflow technology to design-based research: Development of a method for organizing the “messiness” of research in technology-rich online learning environments. Paper presented at the 9th International Conference of the Learning Sciences, Chicago, IL.",/import2016short/148,341,H,"Hackbarth, A. J., Derry, S. J., Eagan, B. R., & Gressick, J.. (June-July, 2010)",
4330,"Collins, A., Joseph, D., Bielaczyc, K. (2004) Design research: Theoretical and methodological issues. The Journal of the Learning Sciences, 13(1), 15-42.",/import2016short/148,153,C,"Collins, A., Joseph, D., Bielaczyc, K. (2004)",2004.0
4331,"Dede, C. (2004). If design-based research is the answer, what is the question? A commentary on Collins, Joseph, & Bielaczyc; diSessa & Cobb; & Fishman, Marx, Blumenthal, Krajcik, & Soloway. In JLS Special issue on design-based research, Journal of the Learning Sciences, 12(1), 105-114.",/import2016short/148,286,D,"Dede, C. (2004)",2004.0
4332,"Derry, S. J., Pea, R. D., Engle, R. A., Erickson, F., Goldman, R., Hall, R.,Koselmann, T., Lemke, J., Sherin, M. & Sherin, B. (2010). Conducting video research in the learning sciences: Guidance on selection, analysis, technology, and ethics. The Journal of the Learning Sciences, 19(1), 3–53.",/import2016short/148,293,D,"Derry, S. J., Pea, R. D., Engle, R. A., Erickson, F., Goldman, R., Hall, R.,Koselmann, T., Lemke, J., Sherin, M. & Sherin, B. (2010)",2010.0
4333,"Derry, S.J. (Chair), Hackbarth, A., Gonzalez, C., Sandoval, W., Bielaczyc, K., Leherer, R. (2013), Cyberinfrastructure for design-based research: Toward a community of practice for learning scientists. Symposium conducted at meeting of the International Conference of the Learning Sciences, Madison, WI.",/import2016short/148,303,D,"Derry, S.J. (Chair), Hackbarth, A., Gonzalez, C., Sandoval, W., Bielaczyc, K., Leherer, R. (2013)",2013.0
4334,"The Design-Based Research Collective (2003). Design-based research: An emerging paradigm for educational inquiry. Educational Researcher, 32(1), 5-8.",/import2016short/148,149,T,The Design-Based Research Collective (2003),2003.0
4335,Video Mosaic Collaborative (2010). Retrieved from http://www.videomosiac.org,/import2016short/148,76,V,Video Mosaic Collaborative (2010),2010.0
4336,"Chi, M. T. H. (2009). Active-Constructive-Interactive: A Conceptual Framework for Differentiating Learning Activities. Topics in Cognitive Science, 1(1), 73–105.",/import2016short/141,161,C,"Chi, M. T. H. (2009)",2009.0
4337,"Csanadi, A., Kollar, I., & Fischer, F. (2015, August) Internal scripts and social context as antecedents of teacher students‘ scientific reasoning. Paper presented at the 16th Biennial Conference of the European Association for Research on Learning and Instruction (EARLI), Limassol, Cyprus.",/import2016short/141,291,C,"Csanadi, A., Kollar, I., & Fischer, F. (2015, August)",2015.0
4338,"Daxenberger, J., Ferschke, O., Gurevych, I., & Zesch, T. (2014, June). DKPro TC: A Java-based Framework for Supervised Learning Experiments on Textual Data. Proceedings of the ACL, Baltimore, MD, USA.",/import2016short/141,200,D,"Daxenberger, J., Ferschke, O., Gurevych, I., & Zesch, T. (2014, June)",2014.0
