,ref,file,ref_parsed,year,identifier
1740,"Plonka, L., Segal, J., Sharp, H., & van der Linden, J. (2012). Investigating equity of participation in pair programming. In AGILE India (AGILE INDIA), 2012 (pp. 20-29). IEEE.",import2016full/49,"Plonka, L., Segal, J., Sharp, H., & van der Linden, J. (2012)",2012.0,"Plonka, L., Segal, J., Sharp, H., & van der Linden, J. (2012). Investigating equity of participation in pair programming"
1741,"Shah, N., Lewis, C. M., & Caires, R. (2014) Analyzing Equity in Collaborative Learning Situations: A Comparative Case Study in Elementary Computer Science. Proceedings of the 2014 Annual Conference of the Learning Sciences. Boulder, CO. Boulder, CO.",import2016full/49,"Shah, N., Lewis, C. M., & Caires, R. (2014)",2014.0,"Shah, N., Lewis, C. M., & Caires, R. (2014) Analyzing Equity in Collaborative Learning Situations: A Comparative Case Study in Elementary Computer Science"
1742,"Sullivan, F. R., & Wilson, N. C. (2015). Playful talk: Negotiating opportunities to learn in collaborative groups. Journal of the Learning Sciences, 24(1), 5-52.",import2016full/49,"Sullivan, F. R., & Wilson, N. C. (2015)",2015.0,"Sullivan, F. R., & Wilson, N. C. (2015). Playful talk: Negotiating opportunities to learn in collaborative groups"
1743,"Van Langenhove, L., & Harré, R. (1999). Introducing positioning theory.",import2016full/49,"Van Langenhove, L., & Harré, R. (1999)",1999.0,"Van Langenhove, L., & Harré, R. (1999). Introducing positioning theory"
1744,"Berland, L. K., & Reiser, B. J. (2009). Making sense of argumentation and explanation. Science Education, 93(1), 26–55.",import2016full/40,"Berland, L. K., & Reiser, B. J. (2009)",2009.0,"Berland, L. K., & Reiser, B. J. (2009). Making sense of argumentation and explanation"
1745,"Cavagnetto, A. R. (2010). Argument to foster scientific literacy: A review of argument interventions in K-12 science contexts. Review of Educational Research, 80(3), 336–371.",import2016full/40,"Cavagnetto, A. R. (2010)",2010.0,"Cavagnetto, A. R. (2010). Argument to foster scientific literacy: A review of argument interventions in K-12 science contexts"
1746,"Driver, R., Newton, P., & Osborne, J. (2000). Establishing the norms of scientific argumentation in classrooms. Science Education, 84, 287.",import2016full/40,"Driver, R., Newton, P., & Osborne, J. (2000)",2000.0,"Driver, R., Newton, P., & Osborne, J. (2000). Establishing the norms of scientific argumentation in classrooms"
1747,"Erduran, S. (2014). Revisiting the nature of science in science education : Towards a holistic account of science in science teaching and learning. In Proceedings of the Frontiers in Mathematics and Science Education Research Conference (pp. 14–25). Famagusta, North Cyprus.",import2016full/40,"Erduran, S. (2014)",2014.0,"Erduran, S. (2014). Revisiting the nature of science in science education : Towards a holistic account of science in science teaching and learning"
1748,"Lave, J. & Wenger, E. (1991). Situated Learning: Legitimate Peripheral Participation. Cambridge: Cambridge University Press.",import2016full/40,"Lave, J. & Wenger, E. (1991)",1991.0,"Lave, J. & Wenger, E. (1991). Situated Learning: Legitimate Peripheral Participation"
1749,"Lehrer, R., & Schauble, L. (2015). The development of scientific thinking. In L. S. Liben, U. Muller, & R. M. Lerner (Eds.), Handbook of Child Psychology and Developmental Science (Seventh., pp. 671–714). Wiley.",import2016full/40,"Lehrer, R., & Schauble, L. (2015)",2015.0,"Lehrer, R., & Schauble, L. (2015). The development of scientific thinking"
1750,"McNeill, K. L., Lizotte, D. J., Krajcik, J., & Marx, R. W. (2006). Supporting students’ construction of scientific explanations by fading scaffolds in instructional materials. The Journal of the Learning Sciences, 15(2), 153–191.",import2016full/40,"McNeill, K. L., Lizotte, D. J., Krajcik, J., & Marx, R. W. (2006)",2006.0,"McNeill, K. L., Lizotte, D. J., Krajcik, J., & Marx, R. W. (2006). Supporting students’ construction of scientific explanations by fading scaffolds in instructional materials"
1751,"NGSS Lead States. (2013). Next Generation Science Standards: For states, by states. Washington, DC: The National Academies Press.",import2016full/40,NGSS Lead States. (2013),2013.0,"NGSS Lead States. (2013). Next Generation Science Standards: For states, by states"
1752,"Puntambekar, S., Stylianou, A., & Goldstein, J. (2007).Comparing classroom enactments of an inquiry curriculum: Lessons learned from two teachers. Journal of the Learning Sciences, 16, 81–130.",import2016full/40,"Puntambekar, S., Stylianou, A., & Goldstein, J. (2007)",2007.0,"Puntambekar, S., Stylianou, A., & Goldstein, J. (2007).Comparing classroom enactments of an inquiry curriculum: Lessons learned from two teachers"
1753,"Reiser, B. J. (2013). What professional development strategies are needed for successful implementation of the Next Generation Science Standards?, (September). Paper prepared for K12 center at ETS invitational symposium on science assessment. Washington, DC. http://www.k12center.org/rsc/pdf/reiser.pdf",import2016full/40,"Reiser, B. J. (2013)",2013.0,"Reiser, B. J. (2013). What professional development strategies are needed for successful implementation of the Next Generation Science Standards"
1754,"Reiser, B. J., Berland, L. K., & Kenyon, L. (2012). Engaging students in the scientific practices of explanation and argumentation. The Science Teacher, 79(4), 34–39.",import2016full/40,"Reiser, B. J., Berland, L. K., & Kenyon, L. (2012)",2012.0,"Reiser, B. J., Berland, L. K., & Kenyon, L. (2012). Engaging students in the scientific practices of explanation and argumentation"
1755,"Remillard, J. T. (2005). Examining key concepts in research on teachers’ use of mathematics curricula. Review of Educational Research, 75(2), 211–246.",import2016full/40,"Remillard, J. T. (2005)",2005.0,"Remillard, J. T. (2005). Examining key concepts in research on teachers’ use of mathematics curricula"
1756,"Sandoval, W. A., & Millwood, K. A. (2005). The quality of students’ use of evidence in written scientific explanations. Cognition and Instruction, 23(1), 23–55.",import2016full/40,"Sandoval, W. A., & Millwood, K. A. (2005)",2005.0,"Sandoval, W. A., & Millwood, K. A. (2005). The quality of students’ use of evidence in written scientific explanations"
1757,"Sandoval, W. A., & Reiser, B. J. (2004). Explanation-driven inquiry: Integrating conceptual and epistemic scaffolds for scientific inquiry. Science Education, 88(3), 345–372.",import2016full/40,"Sandoval, W. A., & Reiser, B. J. (2004)",2004.0,"Sandoval, W. A., & Reiser, B. J. (2004). Explanation-driven inquiry: Integrating conceptual and epistemic scaffolds for scientific inquiry"
1758,"Simon, S., Erduran, S., & Osborne, J. (2006). Learning to teach argumentation: Research and development in the science classroom. International Journal of Science Education, 28(2-3), 235–260.",import2016full/40,"Simon, S., Erduran, S., & Osborne, J. (2006)",2006.0,"Simon, S., Erduran, S., & Osborne, J. (2006). Learning to teach argumentation: Research and development in the science classroom"
1759,"Stemler, S. (2001). An overview of content analysis. Practical Assessment, Research & Evaluation, 7(17).",import2016full/40,"Stemler, S. (2001)",2001.0,"Stemler, S. (2001). An overview of content analysis"
1760,"Tabak, I., & Radinsky, J. (2015). Educators’ coaches, peers, and practices: Revisiting how teachers learn. Journal of the Learning Sciences, 24(3), 343–346.",import2016full/40,"Tabak, I., & Radinsky, J. (2015)",2015.0,"Tabak, I., & Radinsky, J. (2015). Educators’ coaches, peers, and practices: Revisiting how teachers learn"
1761,"Windschitl, M., Thompson, J., Braaten, M., & Stroupe, D. (2012). Proposing a core set of instructional practices and tools for teachers of science. Science Education, 96(5), 878-903.",import2016full/40,"Windschitl, M., Thompson, J., Braaten, M., & Stroupe, D. (2012)",2012.0,"Windschitl, M., Thompson, J., Braaten, M., & Stroupe, D. (2012). Proposing a core set of instructional practices and tools for teachers of science"
1762,"Arvaja, M., Häkkinen, P. & Kankaanranta, M. (2008). Collaborative learning and computer-supported collaborative learning environments. In J. Voogt & G. Knezek (Eds.), International Handbook of Information Technology in Primary and Secondary Education (pp. 267-279). New York: Springer.",import2016full/47,"Arvaja, M., Häkkinen, P. & Kankaanranta, M. (2008)",2008.0,"Arvaja, M., Häkkinen, P. & Kankaanranta, M. (2008). Collaborative learning and computer-supported collaborative learning environments"
1763,"Baker, M.J. (2002). Forms of cooperation in dyadic problem-solving. Revue d'Intelligence Artificielle, 16(4-5), 587-620.",import2016full/47,"Baker, M.J. (2002)",2002.0,"Baker, M.J. (2002). Forms of cooperation in dyadic problem-solving"
1764,"Barron, B. (2003). When smart groups fail. The Journal of the Learning Sciences, 12, 307-359.",import2016full/47,"Barron, B. (2003)",2003.0,"Barron, B. (2003). When smart groups fail"
1765,"De Lisi, R., & Goldbeck, S. L. (1999). Implication of Piagetian theory for peer learning. In A.M. O'Donnell & A. King (Eds.), Cognitive perspectives on peer learning (pp. 3-37). Mahwah, NJ: Erlbaum.",import2016full/47,"De Lisi, R., & Goldbeck, S. L. (1999)",1999.0,"De Lisi, R., & Goldbeck, S. L. (1999). Implication of Piagetian theory for peer learning"
1766,"Erkens, G. (2005). Multiple Episode Protocol Analysis (MEPA). Version 4.10 software. Utrecht University, The Netherlands.",import2016full/47,"Erkens, G. (2005)",2005.0,"Erkens, G. (2005). Multiple Episode Protocol Analysis (MEPA)"
1767,"Erkens, G., Jaspers, J., Prangsma, M., & Kanselaar, G. (2005). Coordination processes in computer supported collaborative writing. Computers in Human Behavior, 21, 463-486.",import2016full/47,"Erkens, G., Jaspers, J., Prangsma, M., & Kanselaar, G. (2005)",2005.0,"Erkens, G., Jaspers, J., Prangsma, M., & Kanselaar, G. (2005). Coordination processes in computer supported collaborative writing"
1768,"Fortuin, K. P. J., Van Koppen, C. S. A., & Leemans, R. (2011). The Value of Conceptual Models in Coping with Complexity and lnterdisciplinarity in Environmental Sciences Education. Bioscience, 61(10), 802-814.",import2016full/47,"Fortuin, K. P. J., Van Koppen, C. S. A., & Leemans, R. (2011)",2011.0,"Fortuin, K. P. J., Van Koppen, C. S. A., & Leemans, R. (2011). The Value of Conceptual Models in Coping with Complexity and lnterdisciplinarity in Environmental Sciences Education"
1769,"Jaspers, J., Broeken, M., & Erkens, G. (2004). Virtual Collaborative Research Institute (VCRI) (Version 2.0). Utrecht: Onderwijskunde Utrecht, ICO/ISOR.",import2016full/47,"Jaspers, J., Broeken, M., & Erkens, G. (2004)",2004.0,"Jaspers, J., Broeken, M., & Erkens, G. (2004). Virtual Collaborative Research Institute (VCRI) (Version 2"
1770,"Järvelä, S., & Hadwin, A. (2013). New Frontiers: Regulating learning in CSCL. Educational Psychologist, 48(1), 25-39.",import2016full/47,"Järvelä, S., & Hadwin, A. (2013)",2013.0,"Järvelä, S., & Hadwin, A. (2013). New Frontiers: Regulating learning in CSCL"
1771,"Landis, J. R., & Koch G. G. (1977). The Measurement of Observer Agreement for Categorical Data. Biometrics, 33(1), 159-174.",import2016full/47,"Landis, J. R., & Koch G. G. (1977)",1977.0,"Landis, J. R., & Koch G. G. (1977). The Measurement of Observer Agreement for Categorical Data"
1772,"Molinari, G., Sangin, M., Nüssli, M.-A., & Dillenbourg, P. (2008). Effects of knowledge interdependence with the partner on visual and action transactivity in collaborative concept mapping. In G. Kanselaar, J. van Merriënboer, P. Kirschner, & T. de Jong, (Eds.), Proceedings of the Eight International Conference for the Learning Sciences (ICLS 2008): Part 2 (pp. 91-98). Utrecht, The Netherlands: ISLS.",import2016full/47,"Molinari, G., Sangin, M., Nüssli, M.-A., & Dillenbourg, P. (2008)",2008.0,"Molinari, G., Sangin, M., Nüssli, M.-A., & Dillenbourg, P. (2008). Effects of knowledge interdependence with the partner on visual and action transactivity in collaborative concept mapping"
1773,"Noroozi, O., Weinberger, A., Biemans, H. J. A., Mulder, M., & Chizari, M. (2013). Facilitating argumentative knowledge construction through a transactive discussion script in CSCL. Computers and Education, 61(2), 59-76.",import2016full/47,"Noroozi, O., Weinberger, A., Biemans, H. J. A., Mulder, M., & Chizari, M. (2013)",2013.0,"Noroozi, O., Weinberger, A., Biemans, H. J. A., Mulder, M., & Chizari, M. (2013). Facilitating argumentative knowledge construction through a transactive discussion script in CSCL"
1774,"Popov, V., Biemans, H. J. A., Brinkman, D., Kuznetsov, A., & Mulder, M. (2013). Facilitation of ComputerSupported Collaborative Learning in Mixed- versus Same-Culture Dyads: Does a Collaboration Script Help? The Internet and Higher Education, 19, 36-48. doi: 10.1016/j. iheduc.2013.08.002",import2016full/47,"Popov, V., Biemans, H. J. A., Brinkman, D., Kuznetsov, A., & Mulder, M. (2013)",2013.0,"Popov, V., Biemans, H. J. A., Brinkman, D., Kuznetsov, A., & Mulder, M. (2013). Facilitation of ComputerSupported Collaborative Learning in Mixed- versus Same-Culture Dyads: Does a Collaboration Script Help"
1775,"Rummel, N., & Spada, H. (2005). Learning to collaborate: An instructional approach to promoting problemsolving in computer-mediated settings. Journal of the Learning Sciences, 14(2), 201–241.",import2016full/47,"Rummel, N., & Spada, H. (2005)",2005.0,"Rummel, N., & Spada, H. (2005). Learning to collaborate: An instructional approach to promoting problemsolving in computer-mediated settings"
1776,"Schneider, B., & Pea, R. (2013). Real-time mutual gaze perception enhances collaborative learning and collaboration quality. International Journal of Computer-Supported Collaborative Learning, 8(4), 375397.",import2016full/47,"Schneider, B., & Pea, R. (2013)",2013.0,"Schneider, B., & Pea, R. (2013). Real-time mutual gaze perception enhances collaborative learning and collaboration quality"
